Tweet Number,Clause Number,Clause,Sentiment
214,11,or void from the beginning as they are not legitimate representative of the youth according to the rappler article the group failed to meet the requirements of publication,
214,12,and public hearing this sounds outright to me for all its worth the duterte youth only attends committee hearings,
214,13,and plenary sessions whenever convenient,
214,14,or when any of the dutertes need backing if you check the legislative accomplishment of drixie mae cardema ronald cardemas sister in law not wife she only has 96 bills filed as principal author only one has the word youth on it what a shame i can confidently say that the partylist is not a true representation of the youth,
214,15,at least in the 19th congress 2 national union of peoples lawyers filed in march 2025 according to reports the petition cited violations of comelec resolution no 11127 the law is unequivocal redtagging during the election period is a punishable election offense it cannot be tolerated least of all by groups seeking to sit in congress,
214,16,and represent the filipino people if we will remember a comelec division disqualified congressional candidate ian sia over his sexist remarks i think repeated redtagging should be acted with the same urgency the gma news article said that even the supreme court already acknowledged that redtagging is a threat to life liberty and security sources,
215,1,hindi lang senador lahat silang mga politiko,
216,1,gawin dapay minimum wage nung 21 na senador tutal mga kurakot lang naman display lang,
217,1,comelec is fooling the people with this kind of reasoning the qr code is supposed to be personal to the voter with the voters name on it his ballot number receipt,
217,2,and the list of names he voted on why do you encrypt the ballot whose owner is the voter,
218,1,jusko po kinakabahan ako halalan2025,
219,1,gusto ko punitin yung balota nung bumoto kay quiboloy potangina naman hahahahahahahaha,
220,1,china wins ilabas na sana ang mga sinuportahan ng china na kandidato kasuhan na,
221,1,fit,
221,2,too cold king bumoto ng may style,
222,1,commission on elections chairperson george erwin garcia has recommended placing datu odin sinsuat maguindanao del norte under the poll bodys control in the midterm elections,
223,1,cws partylist has officially been proclaimed by comelec as one of the partylists in the 20th congress securing its seat in the house of representatives yourvoice2025,
224,1,sa mga botante tanungin nyo sarili nyo ano ba ang naiambag ng salot na duterte dutertepalamunin duterten dutertemagnanakaw dutertesalot,
225,1,aklijušove makazice i kandidatura za puškaš nagradu video,
226,1,wag iboto ang mga kaalyado ni d30 sa mayo 2025 eleksyon,
227,1,tignan niyo na lang yang art card sa senado ang binibigyang credit ay si robin na sponsor ng batas na philippine islamic burial act next time,
227,2,bago kayo gumawa ng video intindihin na lahat pwedeng magfile ng batas,
227,3,pero nagiisa lang ang magdedefend sa panukala,
228,1,oh ngayon ayaw nyo ituloy ang impeachment kasi alam nyong wala kayong laban samantala nong,
228,2,bago mag eleksyon atat na atat kayo ipa impeach si vp sara,
229,1,may bumoto pa nga sa the son of god dun haha,
230,1,mga kaps wag natin kalimutan bumoto dito lezgaurrr,
231,1,wag nyo iboto ang susuporta kay bbm,
232,1,nauubos oras ko kakanood ng live ng mga umiikot na kandidato,
233,1,conclave philippine elections filipinos are watching out for two major events this may the election of a new pope at the vatican,
233,2,and the 2025 elections in the philippines heres something to reflect on this month courtesy of cardinal pablo virgilio david popewatch phvote,
234,1,bakit kumbinsido tumakbo kahit halata naman na hindi fit mamuno god already,
234,2,and keep on exposing all of them praise god pilipinas gumising ka nahuwag kang matakot mahalin ang diyos ang bansa ipagtanggol ang legal mabuti dapat at totoo halalan2025,
235,1,putangina panget kabonding nung bumoto sa 8,
236,1,naghain ng formal complaint ang makabayan coalition sa comelec laban kay ernesto torres jr executive director ng ntfelcac dahl sa umanoy pangreredtag sa kanilang mga miyembro bilangpilipino2025 news5,
237,1,sentaorial line up niyo nga dyan na pwede idagdag ko sa 3 ko na senador boto ako ngayon,
238,1,putangina talaga ng comelec e hahahahaha,
239,1,reminder to all candidates no campaigning allowed on the following dates april 17 2025 maundy thursday april 18 2025 good friday comelec 2025nle nle2025 makabagonghalalanparasamakabagongpilipino hatolngbayan2025,
240,1,tumigil na po kayo pls lang di na kayo mananalo sa eleksyon kase wala kayong silbi,
241,1,umapela ang isang grupo ng public school teachers mula marikina city sa commission on elections comelec na imbestigahan ang pamamahagi ng pinansiyal na ayuda sa kanilang mga kapwa guro sa ilalim ng assistance to individuals in crisis situation aics program ng department,
242,1,vote wisely everyone bumoto ng matalino bumoto nang matalino,
243,1,the 2025 philippine senate election set for may 12 faces challenges to achieving fully legitimate clean,
243,2,and legal results comelec has implemented ai,
243,3,and social media guidelines enhanced security in 38 red zones,
243,4,and improved cybersecurity to ensure fairness,
243,5,however concerns persist about vote buying political violence,
243,6,and technical issues with online voting for overseas filipinos which lacks transparency disinformation and journalist harassment,
243,7,also threaten integrity while comelecs efforts are significant the elections outcome will likely vary by region with some areas fairer than others,
244,1,i know there is so much still to eradicate,
244,2,and a lot more work to do with our political landscape,
244,3,but we are seeing that light,
244,4,at the end of the dark dark tunnel we have been for years slowly surely halalan2025,
245,1,paalala sa mga botante ingat po kayo,
246,1,te pilipinas dapat minamahal hindi politiko wag shonga oy,
247,1,tapos isa ka sa bumoto dati,
248,1,wahhh waiting nalang hahahaha isasabay sa pag labas nang resulta nang halalan this,
249,1,iyong mga malalaki na ang nagastos ngayong halalan huwag na huwag niyong iboboto maniwala kayo sa akin babawiin nila lahat ng ginastos nila sa sandaling silay maupo,
250,1,wag iboto,
251,1,ganyan rin ang nangyari dito sa amin mismong kandidato pa nagulat sya bakit may ibang partido sa receipt nya eh syempre vote straight sya sa partylist niya,
252,1,siguro pag nanalo si camille villar,
252,2,at revillame sign na yun na di na ko boboto sa mga susunod na eleksyon,
253,1,namanlantaran na yan ha pag iboto pa ninyo sila eh b,
253,2,at t talaga kayo,
254,1,tikas maning resulta sa comelec oyy wadyud ning pilipinas,
255,1,mas tanga,
255,2,at bobo kayo mga dedees kasi bumoto kayo ng bangag mga abno,
256,1,god save the philippines sa mga magnanakaw na botante,
257,1,ilaban ninyo pls bamkiko halalan2025,
258,1,panoorin hinimok ni pangulong ferdinand marcos jr ang mga pilipino na nasa abroad na makilahok sa halalan 2025 sa pamamagitan ng overseas absentee voting sa pamamagitan ng online voting maipapahayag ninyo ang inyong boses nang mabilis ligtas,
258,2,at maayos gamitin natin ang karapatang ito piliin natin ang kandidatong may malasakit kakayahan,
258,3,at may panindigan bahagi ng pahayag ni pangulong marcos via pco,
259,1,huwag iboto kailanman,
260,1,inexplain ni butiki yung ginawa nila noong 2022 election,
261,1,wag,
261,2,nang masindak sa ingay,
261,3,at gulo wrive ang simula halalan2025 wrive,
262,1,kaya nga ayaw kong iboto si lacson,
262,2,dahil ang loyalty nyan kay duterte,
262,3,dahil nga si digong ang nagtago sa kanya ang pagtakbo nya last election ay pambasag lang sa oposisyon,
263,1,kumusta mga kapamilya niyong dds na bumoto kay marcos hahahaha,
264,1,abuja pe conducted the final testing,
264,2,and sealing of polling equipment on 10 april 2025 this is in compliance with prevailing rules for the conduct of overseas voting for the 2025 philippine elections the procedure was witnessed by members of the filipino community,
265,1,kumakandidatong senador itong si eric martinez isa sa bumoto na tanggalan ng franchise ang abscbn,
266,1,jusq wag natin hayaan lumabas si brent ngaying sabado feeling ko sila yung b huhu mga fans lng talaga bumoto sa kanya wlang major sponsors,
266,2,kaya kulelat tayo bbs brince,
267,1,muntik ko na masuntok yung nasa gilid ko na bumoto kay bong revilla buti napigilan ko sarili ko,
268,1,technical siya lagi bumoto laging may kinalaman sa task walang halong personal,
269,1,sinsabi na nga eh yang si markobeta bato robin,
269,2,at go walang gagawing matino sa senado kundi mag abogado para kay sara,
270,1,parang ewan din itong comelec how could they allow candidates na may sabit,
270,2,at questionable background pinahahamak ang bansa,
270,3,at ang mga pilipino,
271,1,gawa pa daghan poll guys tapos wag niyo iboto,
272,1,the wild ride that is philippine politics,
273,1,i was one of those 8m people who voted for her sana hindi siya panghinaan ng loob,
273,2,dahil ang laban ng kabataan ay laban din niya hindi man nanalo,
273,3,at least nakapasok ang ilang mga matitinong kandidato laban lang madam dapat,
273,4,nang may milyong bumuto sayo,
274,1,halata namang di mo alam comelec sis kasi nagawa mo pang magshare ng promarcos na opinion with a caption na take time to read napakaboba mo heart aquino sumasakit bangs ko sayo mhaygad,
275,1,mediabytes sagip partylist representative rodante marcoleta is now urging the commission on elections comelec to immediately proclaim the top 6 candidates in the partial,
275,2,and unofficial senatorial race results a group that includes his name,
276,1,andami mong ebas nauto ka nga ni sara walang kwenta na iboto si bbm anong tawag sayo tanda hindi ba bobo,
277,1,an anomaly in philippine politics daling mabola ang pinoy,
278,1,naniniwala talaga ako na relevant na ulit si bam binabato na ulet regardless,
278,2,kung sino man yan he won,
278,3,and all the stupid dds can do nothing about it halalan2025,
279,1,political reporter gives us a rundown of billionairebacked political parties 2025 philippine elections where do billionairelinked parties stand,
280,1,every vote is a reflection of your values kaya bumoto,
280,2,nang matalino bumoto ng matalino halalan2025,
281,1,bobonget talaga eh no 2 ang sagot ko 1 manalamin ka nget 2 ilan sa botante mong nililigawan ang nagpapabili,
281,2,at pinapabili ng suka nahuhuli ka sa ngiwi ngiwing hypocrisy,
282,1,look coast guard district bicol pcg5 personnel assist the commission on elections comelec in transporting ballot boxes automated counting machines,
282,2,and other essential election materials to designated schools throughout the region as of friday may 9 2025 pcg5 commander commodore ivan roldan said their personnel continue to support logistical operations particularly in remote,
282,3,and island barangays l connie calipay photos courtesy of pcg5,
283,1,maraming kabataan ang titindig,
283,2,at lalaban sa susunod na halalan malayo pa pero malayo na,
284,1,commission on elections en banc iniutos ang paglilipat ng canvassing ng mga boto sa kampo ng militar sa brgy awang sa datu odin sinsuat maguindanao del norte mula sa maguindanao del sur eleksyon2025 via,
285,1,sa batan po sya bumoto hindi sa antipolo,
286,1,yeslokohan na lang yan botohan,
287,1,unang eleksyon na nahirapan sa pagpili ng iboboto pambihira,
288,1,hanggang sa susunod na laban sir andito lng po kmi,
288,2,para patuloy na iboto po kayo,
289,1,lakas makathrowback picture yung sa comelec eh tandangtanda ko pa sino kasama ko dun mag pa register tas yung lumang pirma ko may initials nya paa hahahahah,
290,1,panoorin dismayado ang ilang botante na hindi na nakaabot sa cut off ng pagboto sa may tenement elementary school sa taguig city kabilang na rito si kuya daryl ayon kay daryl bigo siyang makaabot sa cut off,
290,2,dahil nanggaling pa siya sa trabaho via,
291,1,isa pa anong gagawin ni bato sa senado magpaka sad boi ulit,
292,1,bumoto,
292,2,nang matalino bumoto ng matalino sana,
292,3,kung gaano tayo kaactive sa votings para sa sebong,
292,4,at bangtan ay ganoon din tayo sa araw na to please vote,
293,1,maybe,
293,2,next time sir takbo ka uli sa senado next time baka,
293,3,sakali manalo po kau tuloy pa rin buhay,
294,1,so magkano pork barrel kada senador,
295,1,forda parade mga kandidato samin aiko enzo alfred vargas dedma sana pbb boys na lang kau,
296,1,hoy,
296,2,kung ayaw nyo mapanood si charlie bumoto,
296,3,at mag sipag donate ang lahat walang charlie sa lolong ang magaganap,
296,4,dahil di ko keri mapanood sya na kinakain ni lolong bbs chakira,
297,1,umabsent sa work,
297,2,para magbantay ng boto no problem my 2 senators kapit lang bamkiko nagparamdam na ang kabataan sana naman may plot twist,
297,3,at makapasok pa ang ibang matitinong senador kikobam2025 election2025ph,
298,1,vote wisely mga bobotante kahit isang araw lang mag isip naman kayo ng matino,
299,1,ang akong pagmahay lang jud karon na eleksyon kay wla ko ka botar sa akbayan kay naa man diay sa likod ang partylist unya kaulion na jud kaayo ko kay 6 hours nako ga tindoga lami na jud kaayo ihigda ganiha pro may na lng leading ra japon,
300,1,pagnatapos na tong botohan na to mas maaga na ako makakatulog inaabot ako ng ala una ng madaling araw sa inyo dalawa i vote justin from sb19 to top200maleidols i vote ken from sb19 to top200maleidols,
301,1,sara dutertes impeachment is causing a stir in congress lawmakers are splitsome say act now others say wait for the 20th congress meanwhile public pressure grows with calls for accountability will this reshape philippine politics,
302,1,taena kahit saang aspeto bobo talaga bumoto nga pilipino balik kpop na ko bye,
303,1,huwag iboto kahit sino sa mga duterteng kandidato,
304,1,if hindi raw wise bumoto sa pbb sana sa election naman daw maging wise haha lumabas talaga siya,
304,2,para bumoto kumuha ng bagong damit,
304,3,at manuod ng azralph edits,
305,1,pumunta talaga ako sa botohan,
305,2,at pumila ng isang oras,
